_id,FinancialYear,HBT,HBTQF,Dataset,DatasetQF,LengthOfStay,NumberOfStays
5535,2018/19,S08000025, ,Total,d,> 6 months,0
5536,2018/19,S08000026, ,SMR01, ,< 1 day,35
5537,2018/19,S08000026, ,SMR01, ,1 - 7 days,45
5538,2018/19,S08000026, ,SMR01, ,8 - 28 days,10
5539,2018/19,S08000026, ,SMR01, ,29 days - 6 months,5
5540,2018/19,S08000026, ,SMR01, ,> 6 months,0
5541,2018/19,S08000026, ,SMR04, ,< 1 day,0
5542,2018/19,S08000026, ,SMR04, ,1 - 7 days,0
5543,2018/19,S08000026, ,SMR04, ,8 - 28 days,0
5544,2018/19,S08000026, ,SMR04, ,29 days - 6 months,0
5545,2018/19,S08000026, ,SMR04, ,> 6 months,0
5546,2018/19,S08000026, ,Total,d,< 1 day,35
5547,2018/19,S08000026, ,Total,d,1 - 7 days,45
5548,2018/19,S08000026, ,Total,d,8 - 28 days,10
5549,2018/19,S08000026, ,Total,d,29 days - 6 months,5
5550,2018/19,S08000026, ,Total,d,> 6 months,0
5551,2018/19,S08000030, ,SMR01, ,< 1 day,300
5552,2018/19,S08000030, ,SMR01, ,1 - 7 days,510
5553,2018/19,S08000030, ,SMR01, ,8 - 28 days,175
5554,2018/19,S08000030, ,SMR01, ,29 days - 6 months,100
5555,2018/19,S08000030, ,SMR01, ,> 6 months,5
5556,2018/19,S08000030, ,SMR04, ,< 1 day,40
5557,2018/19,S08000030, ,SMR04, ,1 - 7 days,605
5558,2018/19,S08000030, ,SMR04, ,8 - 28 days,500
5559,2018/19,S08000030, ,SMR04, ,29 days - 6 months,580
5560,2018/19,S08000030, ,SMR04, ,> 6 months,90
5561,2018/19,S08000030, ,Total,d,< 1 day,340
5562,2018/19,S08000030, ,Total,d,1 - 7 days,1115
5563,2018/19,S08000030, ,Total,d,8 - 28 days,680
5564,2018/19,S08000030, ,Total,d,29 days - 6 months,680
5565,2018/19,S08000030, ,Total,d,> 6 months,95
5566,2018/19,S08000028, ,SMR01, ,< 1 day,20
5567,2018/19,S08000028, ,SMR01, ,1 - 7 days,65
5568,2018/19,S08000028, ,SMR01, ,8 - 28 days,10
5569,2018/19,S08000028, ,SMR01, ,29 days - 6 months,5
5570,2018/19,S08000028, ,SMR01, ,> 6 months,0
5571,2018/19,S08000028, ,SMR04, ,< 1 day,0
5572,2018/19,S08000028, ,SMR04, ,1 - 7 days,10
5573,2018/19,S08000028, ,SMR04, ,8 - 28 days,15
5574,2018/19,S08000028, ,SMR04, ,29 days - 6 months,15
5575,2018/19,S08000028, ,SMR04, ,> 6 months,10
5576,2018/19,S08000028, ,Total,d,< 1 day,25
5577,2018/19,S08000028, ,Total,d,1 - 7 days,70
5578,2018/19,S08000028, ,Total,d,8 - 28 days,25
5579,2018/19,S08000028, ,Total,d,29 days - 6 months,20
5580,2018/19,S08000028, ,Total,d,> 6 months,10
5581,2018/19,SB0802, ,SMR01, ,< 1 day,0
5582,2018/19,SB0802, ,SMR01, ,1 - 7 days,0
5583,2018/19,SB0802, ,SMR01, ,8 - 28 days,0
5584,2018/19,SB0802, ,SMR01, ,29 days - 6 months,0
5585,2018/19,SB0802, ,SMR01, ,> 6 months,0
5586,2018/19,SB0802, ,SMR04, ,< 1 day,0
5587,2018/19,SB0802, ,SMR04, ,1 - 7 days,0
5588,2018/19,SB0802, ,SMR04, ,8 - 28 days,0
5589,2018/19,SB0802, ,SMR04, ,29 days - 6 months,5
5590,2018/19,SB0802, ,SMR04, ,> 6 months,10
5591,2018/19,SB0802, ,Total,d,< 1 day,0
5592,2018/19,SB0802, ,Total,d,1 - 7 days,0
5593,2018/19,SB0802, ,Total,d,8 - 28 days,0
5594,2018/19,SB0802, ,Total,d,29 days - 6 months,5
5595,2018/19,SB0802, ,Total,d,> 6 months,10
5596,2018/19,S92000003,d,SMR01, ,< 1 day,3290
5597,2018/19,S92000003,d,SMR01, ,1 - 7 days,8325
5598,2018/19,S92000003,d,SMR01, ,8 - 28 days,2700
5599,2018/19,S92000003,d,SMR01, ,29 days - 6 months,1110
5600,2018/19,S92000003,d,SMR01, ,> 6 months,35
5601,2018/19,S92000003,d,SMR04, ,< 1 day,680
5602,2018/19,S92000003,d,SMR04, ,1 - 7 days,4510
5603,2018/19,S92000003,d,SMR04, ,8 - 28 days,5625
5604,2018/19,S92000003,d,SMR04, ,29 days - 6 months,5085
5605,2018/19,S92000003,d,SMR04, ,> 6 months,1135
5606,2018/19,S92000003,d,Total,d,< 1 day,3970
5607,2018/19,S92000003,d,Total,d,1 - 7 days,12835
5608,2018/19,S92000003,d,Total,d,8 - 28 days,8325
5609,2018/19,S92000003,d,Total,d,29 days - 6 months,6195
5610,2018/19,S92000003,d,Total,d,> 6 months,1170
5611,2019/20,SB0801, ,SMR01, ,< 1 day,0
5612,2019/20,SB0801, ,SMR01, ,1 - 7 days,0
5613,2019/20,SB0801, ,SMR01, ,8 - 28 days,0
5614,2019/20,SB0801, ,SMR01, ,29 days - 6 months,0
5615,2019/20,SB0801, ,SMR01, ,> 6 months,0
5616,2019/20,SB0801, ,SMR04, ,< 1 day,0
5617,2019/20,SB0801, ,SMR04, ,1 - 7 days,0
5618,2019/20,SB0801, ,SMR04, ,8 - 28 days,0
5619,2019/20,SB0801, ,SMR04, ,29 days - 6 months,0
5620,2019/20,SB0801, ,SMR04, ,> 6 months,0
5621,2019/20,SB0801, ,Total,d,< 1 day,0
5622,2019/20,SB0801, ,Total,d,1 - 7 days,0
5623,2019/20,SB0801, ,Total,d,8 - 28 days,0
5624,2019/20,SB0801, ,Total,d,29 days - 6 months,0
5625,2019/20,SB0801, ,Total,d,> 6 months,0
5626,2019/20,S08000015, ,SMR01, ,< 1 day,145
5627,2019/20,S08000015, ,SMR01, ,1 - 7 days,530
5628,2019/20,S08000015, ,SMR01, ,8 - 28 days,175
5629,2019/20,S08000015, ,SMR01, ,29 days - 6 months,55
5630,2019/20,S08000015, ,SMR01, ,> 6 months,5
5631,2019/20,S08000015, ,SMR04, ,< 1 day,10
5632,2019/20,S08000015, ,SMR04, ,1 - 7 days,305
5633,2019/20,S08000015, ,SMR04, ,8 - 28 days,270
5634,2019/20,S08000015, ,SMR04, ,29 days - 6 months,275
5635,2019/20,S08000015, ,SMR04, ,> 6 months,50
5636,2019/20,S08000015, ,Total,d,< 1 day,155
5637,2019/20,S08000015, ,Total,d,1 - 7 days,835
5638,2019/20,S08000015, ,Total,d,8 - 28 days,445
5639,2019/20,S08000015, ,Total,d,29 days - 6 months,330
5640,2019/20,S08000015, ,Total,d,> 6 months,55
5641,2019/20,S08000016, ,SMR01, ,< 1 day,35
5642,2019/20,S08000016, ,SMR01, ,1 - 7 days,160
5643,2019/20,S08000016, ,SMR01, ,8 - 28 days,65
5644,2019/20,S08000016, ,SMR01, ,29 days - 6 months,15
5645,2019/20,S08000016, ,SMR01, ,> 6 months,0
5646,2019/20,S08000016, ,SMR04, ,< 1 day,25
5647,2019/20,S08000016, ,SMR04, ,1 - 7 days,135
5648,2019/20,S08000016, ,SMR04, ,8 - 28 days,120
5649,2019/20,S08000016, ,SMR04, ,29 days - 6 months,95
5650,2019/20,S08000016, ,SMR04, ,> 6 months,25
5651,2019/20,S08000016, ,Total,d,< 1 day,60
5652,2019/20,S08000016, ,Total,d,1 - 7 days,295
5653,2019/20,S08000016, ,Total,d,8 - 28 days,185
5654,2019/20,S08000016, ,Total,d,29 days - 6 months,110
5655,2019/20,S08000016, ,Total,d,> 6 months,25
5656,2019/20,S08000017, ,SMR01, ,< 1 day,295
5657,2019/20,S08000017, ,SMR01, ,1 - 7 days,165
5658,2019/20,S08000017, ,SMR01, ,8 - 28 days,65
5659,2019/20,S08000017, ,SMR01, ,29 days - 6 months,25
5660,2019/20,S08000017, ,SMR01, ,> 6 months,0
5661,2019/20,S08000017, ,SMR04, ,< 1 day,65
5662,2019/20,S08000017, ,SMR04, ,1 - 7 days,200
5663,2019/20,S08000017, ,SMR04, ,8 - 28 days,175
5664,2019/20,S08000017, ,SMR04, ,29 days - 6 months,165
5665,2019/20,S08000017, ,SMR04, ,> 6 months,20
5666,2019/20,S08000017, ,Total,d,< 1 day,365
5667,2019/20,S08000017, ,Total,d,1 - 7 days,365
5668,2019/20,S08000017, ,Total,d,8 - 28 days,240
5669,2019/20,S08000017, ,Total,d,29 days - 6 months,190
5670,2019/20,S08000017, ,Total,d,> 6 months,25
5671,2019/20,S08000029, ,SMR01, ,< 1 day,320
5672,2019/20,S08000029, ,SMR01, ,1 - 7 days,545
5673,2019/20,S08000029, ,SMR01, ,8 - 28 days,225
5674,2019/20,S08000029, ,SMR01, ,29 days - 6 months,120
5675,2019/20,S08000029, ,SMR01, ,> 6 months,5
5676,2019/20,S08000029, ,SMR04, ,< 1 day,25
5677,2019/20,S08000029, ,SMR04, ,1 - 7 days,305
5678,2019/20,S08000029, ,SMR04, ,8 - 28 days,330
5679,2019/20,S08000029, ,SMR04, ,29 days - 6 months,370
5680,2019/20,S08000029, ,SMR04, ,> 6 months,90
5681,2019/20,S08000029, ,Total,d,< 1 day,345
5682,2019/20,S08000029, ,Total,d,1 - 7 days,845
5683,2019/20,S08000029, ,Total,d,8 - 28 days,555
5684,2019/20,S08000029, ,Total,d,29 days - 6 months,490
5685,2019/20,S08000029, ,Total,d,> 6 months,95
5686,2019/20,S08000019, ,SMR01, ,< 1 day,215
5687,2019/20,S08000019, ,SMR01, ,1 - 7 days,440
5688,2019/20,S08000019, ,SMR01, ,8 - 28 days,125
5689,2019/20,S08000019, ,SMR01, ,29 days - 6 months,65
5690,2019/20,S08000019, ,SMR01, ,> 6 months,0
5691,2019/20,S08000019, ,SMR04, ,< 1 day,30
5692,2019/20,S08000019, ,SMR04, ,1 - 7 days,285
5693,2019/20,S08000019, ,SMR04, ,8 - 28 days,245
5694,2019/20,S08000019, ,SMR04, ,29 days - 6 months,240
5695,2019/20,S08000019, ,SMR04, ,> 6 months,80
5696,2019/20,S08000019, ,Total,d,< 1 day,245
5697,2019/20,S08000019, ,Total,d,1 - 7 days,725
5698,2019/20,S08000019, ,Total,d,8 - 28 days,370
5699,2019/20,S08000019, ,Total,d,29 days - 6 months,305
5700,2019/20,S08000019, ,Total,d,> 6 months,80
5701,2019/20,S08000020, ,SMR01, ,< 1 day,240
5702,2019/20,S08000020, ,SMR01, ,1 - 7 days,700
5703,2019/20,S08000020, ,SMR01, ,8 - 28 days,155
5704,2019/20,S08000020, ,SMR01, ,29 days - 6 months,80
5705,2019/20,S08000020, ,SMR01, ,> 6 months,0
5706,2019/20,S08000020, ,SMR04, ,< 1 day,155
5707,2019/20,S08000020, ,SMR04, ,1 - 7 days,360
5708,2019/20,S08000020, ,SMR04, ,8 - 28 days,510
5709,2019/20,S08000020, ,SMR04, ,29 days - 6 months,490
5710,2019/20,S08000020, ,SMR04, ,> 6 months,115
5711,2019/20,S08000020, ,Total,d,< 1 day,395
5712,2019/20,S08000020, ,Total,d,1 - 7 days,1060
5713,2019/20,S08000020, ,Total,d,8 - 28 days,670
5714,2019/20,S08000020, ,Total,d,29 days - 6 months,570
5715,2019/20,S08000020, ,Total,d,> 6 months,115
5716,2019/20,S08000031, ,SMR01, ,< 1 day,925
5717,2019/20,S08000031, ,SMR01, ,1 - 7 days,3030
5718,2019/20,S08000031, ,SMR01, ,8 - 28 days,805
5719,2019/20,S08000031, ,SMR01, ,29 days - 6 months,240
5720,2019/20,S08000031, ,SMR01, ,> 6 months,5
5721,2019/20,S08000031, ,SMR04, ,< 1 day,55
5722,2019/20,S08000031, ,SMR04, ,1 - 7 days,990
5723,2019/20,S08000031, ,SMR04, ,8 - 28 days,1790
5724,2019/20,S08000031, ,SMR04, ,29 days - 6 months,1550
5725,2019/20,S08000031, ,SMR04, ,> 6 months,320
5726,2019/20,S08000031, ,Total,d,< 1 day,985
5727,2019/20,S08000031, ,Total,d,1 - 7 days,4020
5728,2019/20,S08000031, ,Total,d,8 - 28 days,2595
5729,2019/20,S08000031, ,Total,d,29 days - 6 months,1790
5730,2019/20,S08000031, ,Total,d,> 6 months,325
5731,2019/20,S08000022, ,SMR01, ,< 1 day,175
5732,2019/20,S08000022, ,SMR01, ,1 - 7 days,425
5733,2019/20,S08000022, ,SMR01, ,8 - 28 days,145
5734,2019/20,S08000022, ,SMR01, ,29 days - 6 months,85
5735,2019/20,S08000022, ,SMR01, ,> 6 months,10
5736,2019/20,S08000022, ,SMR04, ,< 1 day,15
5737,2019/20,S08000022, ,SMR04, ,1 - 7 days,230
5738,2019/20,S08000022, ,SMR04, ,8 - 28 days,265
5739,2019/20,S08000022, ,SMR04, ,29 days - 6 months,200
5740,2019/20,S08000022, ,SMR04, ,> 6 months,65
5741,2019/20,S08000022, ,Total,d,< 1 day,185
5742,2019/20,S08000022, ,Total,d,1 - 7 days,655
5743,2019/20,S08000022, ,Total,d,8 - 28 days,410
5744,2019/20,S08000022, ,Total,d,29 days - 6 months,285
5745,2019/20,S08000022, ,Total,d,> 6 months,70
5746,2019/20,S08000032, ,SMR01, ,< 1 day,425
5747,2019/20,S08000032, ,SMR01, ,1 - 7 days,1135
5748,2019/20,S08000032, ,SMR01, ,8 - 28 days,425
5749,2019/20,S08000032, ,SMR01, ,29 days - 6 months,100
5750,2019/20,S08000032, ,SMR01, ,> 6 months,5
5751,2019/20,S08000032, ,SMR04, ,< 1 day,30
5752,2019/20,S08000032, ,SMR04, ,1 - 7 days,295
5753,2019/20,S08000032, ,SMR04, ,8 - 28 days,560
5754,2019/20,S08000032, ,SMR04, ,29 days - 6 months,475
5755,2019/20,S08000032, ,SMR04, ,> 6 months,95
5756,2019/20,S08000032, ,Total,d,< 1 day,455
5757,2019/20,S08000032, ,Total,d,1 - 7 days,1430
5758,2019/20,S08000032, ,Total,d,8 - 28 days,980
5759,2019/20,S08000032, ,Total,d,29 days - 6 months,580
5760,2019/20,S08000032, ,Total,d,> 6 months,95
5761,2019/20,S08000024, ,SMR01, ,< 1 day,450
5762,2019/20,S08000024, ,SMR01, ,1 - 7 days,1195
5763,2019/20,S08000024, ,SMR01, ,8 - 28 days,375
5764,2019/20,S08000024, ,SMR01, ,29 days - 6 months,240
5765,2019/20,S08000024, ,SMR01, ,> 6 months,15
5766,2019/20,S08000024, ,SMR04, ,< 1 day,250
5767,2019/20,S08000024, ,SMR04, ,1 - 7 days,760
5768,2019/20,S08000024, ,SMR04, ,8 - 28 days,940
5769,2019/20,S08000024, ,SMR04, ,29 days - 6 months,695
5770,2019/20,S08000024, ,SMR04, ,> 6 months,175
5771,2019/20,S08000024, ,Total,d,< 1 day,700
5772,2019/20,S08000024, ,Total,d,1 - 7 days,1955
5773,2019/20,S08000024, ,Total,d,8 - 28 days,1315
5774,2019/20,S08000024, ,Total,d,29 days - 6 months,935
5775,2019/20,S08000024, ,Total,d,> 6 months,190
5776,2019/20,S08000025, ,SMR01, ,< 1 day,25
5777,2019/20,S08000025, ,SMR01, ,1 - 7 days,30
5778,2019/20,S08000025, ,SMR01, ,8 - 28 days,0
5779,2019/20,S08000025, ,SMR01, ,29 days - 6 months,0
5780,2019/20,S08000025, ,SMR01, ,> 6 months,0
5781,2019/20,S08000025, ,SMR04, ,< 1 day,0
5782,2019/20,S08000025, ,SMR04, ,1 - 7 days,0
5783,2019/20,S08000025, ,SMR04, ,8 - 28 days,0
5784,2019/20,S08000025, ,SMR04, ,29 days - 6 months,0
5785,2019/20,S08000025, ,SMR04, ,> 6 months,0
5786,2019/20,S08000025, ,Total,d,< 1 day,25
5787,2019/20,S08000025, ,Total,d,1 - 7 days,30
5788,2019/20,S08000025, ,Total,d,8 - 28 days,0
5789,2019/20,S08000025, ,Total,d,29 days - 6 months,0
5790,2019/20,S08000025, ,Total,d,> 6 months,0
5791,2019/20,S08000026, ,SMR01, ,< 1 day,15
5792,2019/20,S08000026, ,SMR01, ,1 - 7 days,65
5793,2019/20,S08000026, ,SMR01, ,8 - 28 days,10
5794,2019/20,S08000026, ,SMR01, ,29 days - 6 months,0
5795,2019/20,S08000026, ,SMR01, ,> 6 months,0
5796,2019/20,S08000026, ,SMR04, ,< 1 day,0
5797,2019/20,S08000026, ,SMR04, ,1 - 7 days,0
5798,2019/20,S08000026, ,SMR04, ,8 - 28 days,0
5799,2019/20,S08000026, ,SMR04, ,29 days - 6 months,0
5800,2019/20,S08000026, ,SMR04, ,> 6 months,0
5801,2019/20,S08000026, ,Total,d,< 1 day,15
5802,2019/20,S08000026, ,Total,d,1 - 7 days,65
5803,2019/20,S08000026, ,Total,d,8 - 28 days,10
5804,2019/20,S08000026, ,Total,d,29 days - 6 months,0
5805,2019/20,S08000026, ,Total,d,> 6 months,0
5806,2019/20,S08000030, ,SMR01, ,< 1 day,365
5807,2019/20,S08000030, ,SMR01, ,1 - 7 days,610
5808,2019/20,S08000030, ,SMR01, ,8 - 28 days,220
5809,2019/20,S08000030, ,SMR01, ,29 days - 6 months,110
5810,2019/20,S08000030, ,SMR01, ,> 6 months,0
5811,2019/20,S08000030, ,SMR04, ,< 1 day,40
5812,2019/20,S08000030, ,SMR04, ,1 - 7 days,540
5813,2019/20,S08000030, ,SMR04, ,8 - 28 days,475
5814,2019/20,S08000030, ,SMR04, ,29 days - 6 months,535
5815,2019/20,S08000030, ,SMR04, ,> 6 months,90
5816,2019/20,S08000030, ,Total,d,< 1 day,410
5817,2019/20,S08000030, ,Total,d,1 - 7 days,1150
5818,2019/20,S08000030, ,Total,d,8 - 28 days,695
5819,2019/20,S08000030, ,Total,d,29 days - 6 months,645
5820,2019/20,S08000030, ,Total,d,> 6 months,90
5821,2019/20,S08000028, ,SMR01, ,< 1 day,20
5822,2019/20,S08000028, ,SMR01, ,1 - 7 days,65
5823,2019/20,S08000028, ,SMR01, ,8 - 28 days,5
5824,2019/20,S08000028, ,SMR01, ,29 days - 6 months,10
5825,2019/20,S08000028, ,SMR01, ,> 6 months,0
5826,2019/20,S08000028, ,SMR04, ,< 1 day,0
5827,2019/20,S08000028, ,SMR04, ,1 - 7 days,10
5828,2019/20,S08000028, ,SMR04, ,8 - 28 days,10
5829,2019/20,S08000028, ,SMR04, ,29 days - 6 months,15
5830,2019/20,S08000028, ,SMR04, ,> 6 months,0
5831,2019/20,S08000028, ,Total,d,< 1 day,25
5832,2019/20,S08000028, ,Total,d,1 - 7 days,75
5833,2019/20,S08000028, ,Total,d,8 - 28 days,20
5834,2019/20,S08000028, ,Total,d,29 days - 6 months,25
5835,2019/20,S08000028, ,Total,d,> 6 months,5
5836,2019/20,SB0802, ,SMR01, ,< 1 day,0
5837,2019/20,SB0802, ,SMR01, ,1 - 7 days,0
5838,2019/20,SB0802, ,SMR01, ,8 - 28 days,0
5839,2019/20,SB0802, ,SMR01, ,29 days - 6 months,0
5840,2019/20,SB0802, ,SMR01, ,> 6 months,0
5841,2019/20,SB0802, ,SMR04, ,< 1 day,0
5842,2019/20,SB0802, ,SMR04, ,1 - 7 days,0
5843,2019/20,SB0802, ,SMR04, ,8 - 28 days,5
5844,2019/20,SB0802, ,SMR04, ,29 days - 6 months,5
5845,2019/20,SB0802, ,SMR04, ,> 6 months,15
5846,2019/20,SB0802, ,Total,d,< 1 day,0
5847,2019/20,SB0802, ,Total,d,1 - 7 days,0
5848,2019/20,SB0802, ,Total,d,8 - 28 days,5
5849,2019/20,SB0802, ,Total,d,29 days - 6 months,5
5850,2019/20,SB0802, ,Total,d,> 6 months,15
5851,2019/20,S92000003,d,SMR01, ,< 1 day,3655
5852,2019/20,S92000003,d,SMR01, ,1 - 7 days,9090
5853,2019/20,S92000003,d,SMR01, ,8 - 28 days,2795
5854,2019/20,S92000003,d,SMR01, ,29 days - 6 months,1150
5855,2019/20,S92000003,d,SMR01, ,> 6 months,45
5856,2019/20,S92000003,d,SMR04, ,< 1 day,700
5857,2019/20,S92000003,d,SMR04, ,1 - 7 days,4420
5858,2019/20,S92000003,d,SMR04, ,8 - 28 days,5695
5859,2019/20,S92000003,d,SMR04, ,29 days - 6 months,5115
5860,2019/20,S92000003,d,SMR04, ,> 6 months,1130
5861,2019/20,S92000003,d,Total,d,< 1 day,4355
5862,2019/20,S92000003,d,Total,d,1 - 7 days,13510
5863,2019/20,S92000003,d,Total,d,8 - 28 days,8490
5864,2019/20,S92000003,d,Total,d,29 days - 6 months,6260
5865,2019/20,S92000003,d,Total,d,> 6 months,1175
5866,2020/21,SB0801, ,SMR01, ,< 1 day,0
5867,2020/21,SB0801, ,SMR01, ,1 - 7 days,0
5868,2020/21,SB0801, ,SMR01, ,8 - 28 days,0
5869,2020/21,SB0801, ,SMR01, ,29 days - 6 months,0
5870,2020/21,SB0801, ,SMR01, ,> 6 months,0
5871,2020/21,SB0801, ,SMR04, ,< 1 day,0
5872,2020/21,SB0801, ,SMR04, ,1 - 7 days,0
5873,2020/21,SB0801, ,SMR04, ,8 - 28 days,0
5874,2020/21,SB0801, ,SMR04, ,29 days - 6 months,0
5875,2020/21,SB0801, ,SMR04, ,> 6 months,0
5876,2020/21,SB0801, ,Total,d,< 1 day,0
5877,2020/21,SB0801, ,Total,d,1 - 7 days,0
5878,2020/21,SB0801, ,Total,d,8 - 28 days,0
5879,2020/21,SB0801, ,Total,d,29 days - 6 months,0
5880,2020/21,SB0801, ,Total,d,> 6 months,0
5881,2020/21,S08000015, ,SMR01, ,< 1 day,170
5882,2020/21,S08000015, ,SMR01, ,1 - 7 days,505
5883,2020/21,S08000015, ,SMR01, ,8 - 28 days,170
5884,2020/21,S08000015, ,SMR01, ,29 days - 6 months,55
5885,2020/21,S08000015, ,SMR01, ,> 6 months,0
5886,2020/21,S08000015, ,SMR04, ,< 1 day,15
5887,2020/21,S08000015, ,SMR04, ,1 - 7 days,200
5888,2020/21,S08000015, ,SMR04, ,8 - 28 days,295
5889,2020/21,S08000015, ,SMR04, ,29 days - 6 months,240
5890,2020/21,S08000015, ,SMR04, ,> 6 months,45
5891,2020/21,S08000015, ,Total,d,< 1 day,185
5892,2020/21,S08000015, ,Total,d,1 - 7 days,705
5893,2020/21,S08000015, ,Total,d,8 - 28 days,465
5894,2020/21,S08000015, ,Total,d,29 days - 6 months,300
5895,2020/21,S08000015, ,Total,d,> 6 months,50
5896,2020/21,S08000016, ,SMR01, ,< 1 day,35
5897,2020/21,S08000016, ,SMR01, ,1 - 7 days,135
5898,2020/21,S08000016, ,SMR01, ,8 - 28 days,65
5899,2020/21,S08000016, ,SMR01, ,29 days - 6 months,15
5900,2020/21,S08000016, ,SMR01, ,> 6 months,0
5901,2020/21,S08000016, ,SMR04, ,< 1 day,30
5902,2020/21,S08000016, ,SMR04, ,1 - 7 days,125
5903,2020/21,S08000016, ,SMR04, ,8 - 28 days,115
5904,2020/21,S08000016, ,SMR04, ,29 days - 6 months,85
5905,2020/21,S08000016, ,SMR04, ,> 6 months,15
5906,2020/21,S08000016, ,Total,d,< 1 day,60
5907,2020/21,S08000016, ,Total,d,1 - 7 days,260
5908,2020/21,S08000016, ,Total,d,8 - 28 days,175
5909,2020/21,S08000016, ,Total,d,29 days - 6 months,100
5910,2020/21,S08000016, ,Total,d,> 6 months,15
5911,2020/21,S08000017, ,SMR01, ,< 1 day,255
5912,2020/21,S08000017, ,SMR01, ,1 - 7 days,160
5913,2020/21,S08000017, ,SMR01, ,8 - 28 days,50
5914,2020/21,S08000017, ,SMR01, ,29 days - 6 months,20
5915,2020/21,S08000017, ,SMR01, ,> 6 months,5
5916,2020/21,S08000017, ,SMR04, ,< 1 day,60
5917,2020/21,S08000017, ,SMR04, ,1 - 7 days,195
5918,2020/21,S08000017, ,SMR04, ,8 - 28 days,135
5919,2020/21,S08000017, ,SMR04, ,29 days - 6 months,130
5920,2020/21,S08000017, ,SMR04, ,> 6 months,20
5921,2020/21,S08000017, ,Total,d,< 1 day,315
5922,2020/21,S08000017, ,Total,d,1 - 7 days,355
5923,2020/21,S08000017, ,Total,d,8 - 28 days,180
5924,2020/21,S08000017, ,Total,d,29 days - 6 months,150
5925,2020/21,S08000017, ,Total,d,> 6 months,25
5926,2020/21,S08000029, ,SMR01, ,< 1 day,205
5927,2020/21,S08000029, ,SMR01, ,1 - 7 days,540
5928,2020/21,S08000029, ,SMR01, ,8 - 28 days,215
5929,2020/21,S08000029, ,SMR01, ,29 days - 6 months,120
5930,2020/21,S08000029, ,SMR01, ,> 6 months,5
5931,2020/21,S08000029, ,SMR04, ,< 1 day,20
5932,2020/21,S08000029, ,SMR04, ,1 - 7 days,260
5933,2020/21,S08000029, ,SMR04, ,8 - 28 days,230
5934,2020/21,S08000029, ,SMR04, ,29 days - 6 months,225
5935,2020/21,S08000029, ,SMR04, ,> 6 months,70
5936,2020/21,S08000029, ,Total,d,< 1 day,230
5937,2020/21,S08000029, ,Total,d,1 - 7 days,800
5938,2020/21,S08000029, ,Total,d,8 - 28 days,440
5939,2020/21,S08000029, ,Total,d,29 days - 6 months,345
5940,2020/21,S08000029, ,Total,d,> 6 months,75
5941,2020/21,S08000019, ,SMR01, ,< 1 day,185
5942,2020/21,S08000019, ,SMR01, ,1 - 7 days,405
5943,2020/21,S08000019, ,SMR01, ,8 - 28 days,155
5944,2020/21,S08000019, ,SMR01, ,29 days - 6 months,65
5945,2020/21,S08000019, ,SMR01, ,> 6 months,0
5946,2020/21,S08000019, ,SMR04, ,< 1 day,35
5947,2020/21,S08000019, ,SMR04, ,1 - 7 days,220
5948,2020/21,S08000019, ,SMR04, ,8 - 28 days,255
5949,2020/21,S08000019, ,SMR04, ,29 days - 6 months,235
5950,2020/21,S08000019, ,SMR04, ,> 6 months,65
5951,2020/21,S08000019, ,Total,d,< 1 day,215
5952,2020/21,S08000019, ,Total,d,1 - 7 days,625
5953,2020/21,S08000019, ,Total,d,8 - 28 days,410
5954,2020/21,S08000019, ,Total,d,29 days - 6 months,295
5955,2020/21,S08000019, ,Total,d,> 6 months,65
5956,2020/21,S08000020, ,SMR01, ,< 1 day,245
5957,2020/21,S08000020, ,SMR01, ,1 - 7 days,730
5958,2020/21,S08000020, ,SMR01, ,8 - 28 days,165
5959,2020/21,S08000020, ,SMR01, ,29 days - 6 months,60
5960,2020/21,S08000020, ,SMR01, ,> 6 months,0
5961,2020/21,S08000020, ,SMR04, ,< 1 day,180
5962,2020/21,S08000020, ,SMR04, ,1 - 7 days,270
5963,2020/21,S08000020, ,SMR04, ,8 - 28 days,470
5964,2020/21,S08000020, ,SMR04, ,29 days - 6 months,460
5965,2020/21,S08000020, ,SMR04, ,> 6 months,90
5966,2020/21,S08000020, ,Total,d,< 1 day,425
5967,2020/21,S08000020, ,Total,d,1 - 7 days,1000
5968,2020/21,S08000020, ,Total,d,8 - 28 days,635
5969,2020/21,S08000020, ,Total,d,29 days - 6 months,520
5970,2020/21,S08000020, ,Total,d,> 6 months,90
5971,2020/21,S08000031, ,SMR01, ,< 1 day,680
5972,2020/21,S08000031, ,SMR01, ,1 - 7 days,2880
5973,2020/21,S08000031, ,SMR01, ,8 - 28 days,740
5974,2020/21,S08000031, ,SMR01, ,29 days - 6 months,250
5975,2020/21,S08000031, ,SMR01, ,> 6 months,5
5976,2020/21,S08000031, ,SMR04, ,< 1 day,60
5977,2020/21,S08000031, ,SMR04, ,1 - 7 days,945
5978,2020/21,S08000031, ,SMR04, ,8 - 28 days,1580
5979,2020/21,S08000031, ,SMR04, ,29 days - 6 months,1315
5980,2020/21,S08000031, ,SMR04, ,> 6 months,280
5981,2020/21,S08000031, ,Total,d,< 1 day,735
5982,2020/21,S08000031, ,Total,d,1 - 7 days,3825
5983,2020/21,S08000031, ,Total,d,8 - 28 days,2320
5984,2020/21,S08000031, ,Total,d,29 days - 6 months,1565
5985,2020/21,S08000031, ,Total,d,> 6 months,285
5986,2020/21,S08000022, ,SMR01, ,< 1 day,100
